Region,District,HF,Expected reports,Actual reports,dropout rate,DPT3,PCV 3,wastage rate
Kampala,Kampala District,Mirembe Clinic,,,,,,
Kampala,Kampala District,Mirembe Clinic,,,,,,
Bunyoro,Masindi District,Mirembe Clinic,1,1,,,,
Kampala,Kampala District,Mirembe Clinic (Kibuye I),1,0,,,,
Kampala,Kampala District,Mirembe Clinic (Lukuli),,,,,,
Kampala,Kampala District,Mirembe Clinic (Makerere I),,,,,,
Kampala,Kampala District,Mirembe Clinic (Mutundwe),,,,,,
Kampala,Kampala District,Mirembe Clinic and Maternity Unit,,,,,,
Kampala,Kampala District,Mirembe Clinic Kulumba,1,0,,,,
Kampala,Kampala District,Mirembe Community Care,1,1,,,,
South Central,Lyantonde District,Mirembe Drug Shop,,,,,,
South Central,Kalungu District,Mirembe Health Centre II,1,1,,,,
South Central,Wakiso District,Mirembe Health Centre II,,,,,,
South Central,Lyantonde District,Mirembe health clinic,1,1,,,,
South Central,Wakiso District,Mirembe Medical Care,1,1,,,,
South Central,Wakiso District,Mirembe Medical Care Clinic,,,,,,
North Central,Kyankwanzi District,Mirembe Medical Centre,1,1,,,,
Kampala,Kampala District,Mirembe Medical Centre,,,,,,
Kampala,Kampala District,Mirembe Medical Centre (Najja),,,,,,
Kampala,Kampala District,Mirembe Medical Centre (Najja),,,,,,
Kampala,Kampala District,Mirembe Medical Centre (Nakasero IV),1,0,,,,
Busoga,Bugiri District,Mirembe Medical Centre Resource Centre,,,,,,
North Central,Kyankwanzi District,Mirembe Medical Clinic,,,,,,
South Central,Wakiso District,Mirembe Medical Clinic (Kyengera),1,1,,,,
Bukedi,Tororo District,Mirembe Medical Clinic (Mulanda),1,1,,,,
South Central,Wakiso District,Mirembe Medical Clinic (Nansana),,,,,,
Kampala,Kampala District,Mirembe Medical Clinic (Nateete),,,,,,
Busoga,Kamuli District,Mirembe Medical Health Centre II,1,1,,,,
Kampala,Kampala District,Mirembe Orthopedic Clinic,,,,,,
Teso,Serere District,Miria Health Centre II,1,1,50,3,3,54.1
Tooro,Kasese District,Miriam Medical Health Centre III,1,1,-100,4,4,112
South Central,Kyotera District,Mirigwe Clinic,,,,,,
North Central,Mityana District,Miseebe Health Centre II,1,1,-65,28,29,9.5
Kigezi,Kanungu District,Mishenyi Health Centre II,1,1,-24,21,21,5.2
South Central,Mpigi District,Mitala-Maria Health Centre III,1,1,35,20,20,-2.6
Tooro,Bunyangabu District,Mitandi Health Centre III,1,1,18,18,18,30
South Central,Sembabule District,Mitete Health Centre II,1,1,16,27,27,27.5
South Central,Sembabule District,Mitima Health Centre II,1,1,0,22,22,45.7
Kigezi,Rukungiri District,Mitooma Health Centre II,1,1,-18,13,13,
Ankole,Mitooma District,Mitooma Health Centre IV,1,1,1,151,150,-20.3
Ankole,Mitooma District,Mitooma Prisons Health Centre II,1,1,,,,
South Central,Kyotera District,Mitukula Health Centre III,1,1,-20,30,30,45.6
North Central,Mityana District,Mityana General Hospital,1,1,43,47,47,
North Central,Mityana District,Mityana Nakaseeta (Kireku) Health Centre II,,,,,,
North Central,Mityana District,Mityana Nakaseeta Health Centre II,1,1,29,15,11,-6.7
North Central,Mityana District,Mityana Police Health Centre II,1,1,,,,
North Central,Mityana District,Mityana Prisons Health Centre II,1,1,,,,
North Central,Mityana District,Mityana Tea Estate Health Centre II,1,1,,,,
North Central,Mityana District,Mityana UMSC Clinic,1,1,-224,68,68,-6350
South Central,Wakiso District,MJ Medical Centre,,,,,,
Kampala,Kampala District,Mk Clinic,1,0,,,,
Ankole,Mbarara City,Mk Clinic,1,1,,,,
Kampala,Kampala District,MK Medical Centre,1,0,,,,
South Central,Sembabule District,MK Medical Clinic,1,1,,,,
Kampala,Kampala District,MM Domiciliary Clinic,1,1,,,,
Kampala,Kampala District,MM Domiciliary Clinic,,,,,,
South Central,Wakiso District,Mm Medical Clinic,1,1,,,,
Busoga,Jinja City,Mobashar Medical Centre,1,1,,,,100
Ankole,Mbarara City,Mobile Hospice Clinic,1,1,,,,
West Nile,Yumbe District,Mocha Health Centre III,1,1,39,50,61,15
South Central,Wakiso District,Model Aholiab Medical Clinic,,,,,,
Kampala,Kampala District,Modern Clinic & Maternity,,,,,,
Kampala,Kampala District,Modern Maternity and Clinic,1,1,-500,6,6,
Kampala,Kampala District,Modern Medical Centre,1,0,,,,
Kampala,Kampala District,Modern Medical Clinic,1,0,,,,
Bunyoro,Kibaale District,Modern times clinic,1,1,,,,
Busoga,Kamuli District,Mofla Medical Health Centre II,1,1,,,,
Acholi,Gulu City,Mola Medical Centre Clinic,,,,,,
Kampala,Kampala District,Molago II Clinic,,,,,,
Kampala,Kampala District,Molago II Medical Centre,,,,,,
West Nile,Yumbe District,Moli Health Centre II,1,1,0,49,49,5.2
Kampala,Kampala District,Molly and Balongo Health Care,1,0,,,,
South Central,Wakiso District,Molly and Cathy Medical Clinic,1,1,,,,
Teso,Kapelebyong District,Molly Eriki Maternity Home,1,1,-20,18,18,0
Bukedi,Tororo District,Molo Health Centre III,1,1,-16,44,40,-18.2
Bunyoro,Kikuube District,Mombasa Health Centre III,1,1,,,,
Kampala,Kampala District,Monalisa Women Andchildrens Health Care,,,,,,
West Nile,Yumbe District,Mongoyo Health Centre II,1,1,7,64,64,20.4
Busoga,Jinja City,Monic Medical Centre,1,1,,,,
Lango,Lira City,Montana Bay Clinic,,,,,,
Bugisu,Mbale City,Montana Hospital,1,1,,,,
Kampala,Kampala District,Montana Medical Chambers,,,,,,
South Central,Wakiso District,Montana Medical Clinic,,,,,,
Kampala,Kampala District,Moonlight Clinic (Rubaga),,,,,,
Ankole,Kiruhura District,Mooya Health Centre II,1,1,0,22,22,6.3
Kampala,Kampala District,Morad Clinic,1,0,,,,
Kampala,Kampala District,Morera Medical Centre,1,1,,,,
Bukedi,Tororo District,Morikiswa Health Centre II,1,1,0,11,11,
Lango,Oyam District,Morning Glory Clinic,1,1,,,,
Lango,Kwania District,Morningside Clinic,,,,,,
Lango,Kwania District,Morningside Clinic,,,,,,
Lango,Kwania District,Morningstar Drugshop,,,,,,
Karamoja,Moroto District,Moroto Police Health Centre II,1,1,,,,
Karamoja,Moroto District,Moroto Prisons Health Centre II,1,1,,,,
Karamoja,Moroto District,Moroto Regional Referral Hospital,1,1,30,45,45,-4.1
Teso,Soroti City,Moruapesur Health Centre II,1,1,,,,
Karamoja,Nakapiripirit District,Moruita 407 Bregade Health Centre III,1,1,67,1,1,0
Karamoja,Nakapiripirit District,Moruita Health Centre II,1,1,25,18,18,0
Bukedi,Tororo District,Morukatipe Health Centre II,1,1,13,7,7,46.7
Karamoja,Kaabong District,Morukori Health Centre II,1,1,4,22,22,
Karamoja,Kaabong District,Morulem Health Centre II,1,1,-28,23,23,1.6
Karamoja,Abim District,Morulem Health Centre III,1,1,5,18,18,-53.3
Karamoja,Napak District,Morulinga Health Centre II,1,1,-75,7,7,50
Teso,Amuria District,Morungatuny Health Centre III,1,1,-29,63,63,65.3
Kampala,Kampala District,Mosarah Medical Centre,1,0,,,,
Acholi,Omoro District,Mother Angioletta Memorial Clinic,1,1,-37,22,22,59.3
Ankole,Ntungamo District,Mother Francisca Lechner Health Centre IV,1,1,-26,34,34,59.2
Acholi,Amuru District,Mother Health International Health Centre II,1,1,-200,3,3,-100
Busoga,Kamuli District,Mother Kevin HC III,1,1,12,23,26,13.8
Tooro,Kasese District,Mother Mary Medical Centre,1,1,-129,16,16,12.5
Kampala,Kampala District,Mother Tereza Clinic,,,,,,
Kampala,Kampala District,Mothers Heart Medical Centre,,,,,,
West Nile,Moyo District,Moyo General Hospital,1,1,37,27,27,6.7
West Nile,Moyo District,Moyo Mission Health Centre IV,1,1,,,,
West Nile,Moyo District,Moyo Police Health Centre II,1,1,,,,
Bugisu,Kween District,Moyok Health Centre III,1,1,-17,14,14,-56
Busoga,Jinja District,Mpambwa Health Centre III,1,1,-121,128,128,-39
Busoga,Namayingo District,Mpanga Health Centre II,,,,,,
Tooro,Kabarole District,Mpanga Tea Estate Health Centre II,1,1,,,,
Tooro,Kyegegwa District,Mpara Health Centre III,1,1,3,223,223,-161.2
Tooro,Kyegegwa District,Mpara Town Medical Clinic,1,1,,,,
Bunyoro,Hoima District,Mparangasi Health Centre III,1,0,43,25,25,9.7
Kigezi,Rukiga District,Mparo Health Centre IV,1,1,-7,16,16,63.2
Kigezi,Rukiga District,Mparo Prisons Health Centre II,1,1,,,,
Bunyoro,Kakumiro District,Mpasaana Clinic,,,,,,
Bunyoro,Kakumiro District,Mpasaana Health Centre II,1,1,-7,43,43,-13.6
Bunyoro,Kakumiro District,Mpasaana Health Centre III,1,1,-20,30,31,39.4
Ankole,Ibanda District,Mpasha Health Centre II,1,1,-17,21,21,14.3
North Central,Mukono District,Mpatta Stella Clinic,1,1,,,,
Bunyoro,Kagadi District,Mpeefu A Health Centre II,1,1,-14,91,91,15.2
Bunyoro,Kagadi District,Mpeefu B Health Centre III,1,1,34,84,70,-3.7
South Central,Gomba District,Mpenja Health Centre III,1,1,30,26,26,
Kampala,Kampala District,Mpererwe Stage Healty Centre,,,,,,
Kampala,Kampala District,Mpererwe Stage Medical Centre,1,1,,,,
South Central,Mpigi District,Mpigi Ddhs's Clinic,1,1,,,,
South Central,Mpigi District,Mpigi Health Centre IV,1,1,3,142,140,9.6
South Central,Mpigi District,Mpigi Orthodox Health Centre II,1,1,,,,
South Central,Mpigi District,Mpigi Police Health Centre II,1,1,,,,
South Central,Mpigi District,Mpigi Prisons Health Centre II,1,1,,,,
North Central,Luwero District,Mpologoma Medical Centre,1,1,,,,
North Central,Mukono District,Mpoma Health Centre II,1,1,-360,23,23,22
Tooro,Kasese District,Mpondwe Moslem Health Centre II,1,1,,,,
Tooro,Kasese District,Mpondwe Port Health Health Centre II,1,1,,,,
Bukedi,Pallisa District,Mpongi Health Centre III,1,1,0,136,136,10.4
North Central,Mityana District,Mpongo Health Centre II,1,1,-37,11,11,25
South Central,Masaka City,Mpugwe Health Centre III,1,1,16,52,53,-46.9
Busoga,Namutumba District,Mpulira Health Centre II - Ngo,1,1,-10,43,43,
South Central,Lyantonde District,Mpumudde Health Centre III,1,1,24,22,22,-2.9
Busoga,Jinja City,Mpumudde Health Centre IV,1,1,54,40,40,
Bunyoro,Kiryandongo District,Mpumwe Health Centre II,1,1,-3,37,37,191.1
Busoga,Buyende District,Mpunde Empowerment to Heal Uganda Health Centre II,1,1,-17,7,7,
Busoga,Buyende District,Mpunde Health Centre II,1,1,13,63,63,10
North Central,Mukono District,Mpunge Health Centre III,1,1,-46,35,33,2.2
Kigezi,Rubanda District,Mpungu Health Centre III,1,1,-4,28,28,8.9
Kigezi,Kanungu District,Mpungu Health Centre IV,1,1,39,14,16,161
Busoga,Jinja District,Mpungwe Health Centre II,1,1,-100,12,6,116.7
North Central,Kyankwanzi District,Mpuuga Medical Centre,,,,,,
South Central,Kalungu District,MRC Kyamulibwa Health Centre II,,,,,,
North Central,Mukono District,MS Community Clinic,1,1,,,,
North Central,Mukono District,MS Community Medical Centre,1,1,,,,
North Central,Mukono District,MS Community Medical Clinic,,,,,,
Kampala,Kampala District,Mt Zion Medical Clinic,1,0,,,,
Bugisu,Mbale City,Mt. Elgon Hospital,1,1,70,3,3,0
Tooro,Kasese District,Mt. Rwenzori Medical (Central Division) Health Centre III,,,,,,
Tooro,Kasese District,Mt. Rwenzori Medical (Nyamwamba Division) Health Centre III,1,1,,,,
Tooro,Kasese District,Mt. St. Mary's Hospital-DOK,1,1,7,26,26,56.1
Kampala,Kampala District,Mt. Zion Clinic,,,,,,
Ankole,Rubirizi District,Mubanda Health Centre III,1,1,-115,28,28,-4
Kampala,Kampala District,Mubarak Clinic,,,,,,
North Central,Mubende District,Mubende Gayaza Health Centre III,1,1,-5,42,42,0
North Central,Kassanda District,Mubende Kasaana Health Centre II,1,1,35,47,47,2.8
North Central,Mubende District,Mubende Kasambya Health Centre III,1,1,19,128,130,-14.3
North Central,Mubende District,Mubende People's Clinic,,,,,,
North Central,Mubende District,Mubende Police Health Centre II,1,1,,,,
North Central,Mubende District,Mubende Regional Referral Hospital,1,1,,,,
North Central,Mubende District,Mubende Rehabilitation Health Centre III,1,1,33,28,28,74.4
North Central,Mubende District,Mubende St. Charles Medical Centre,,,,,,
North Central,Mubende District,Mubende Town Council Health Centre II,1,1,9,77,77,1746.7
Tooro,Kasese District,Mubuku Clinic,1,1,,,,
Tooro,Kasese District,Mubuku Irrigation Health Centre II,1,1,63,3,3,52.5
Tooro,Kasese District,Mubuku Kisojo Health Centre II,1,1,-25,5,4,23.5
Tooro,Kasese District,Mubuku Prisons Health Centre II,1,1,,,,
Tooro,Fort Portal City,Mucwa Health Centre III,1,1,0,4,6,-550
Acholi,Kitgum District,Mucwini Health Centre III,1,1,11,40,40,0.83
Kampala,Kampala District,Muda Medical Centre,1,1,,,,
Bukedi,Tororo District,Mudakor Health Centre III,1,1,3,30,30,10.4
Kampala,Kampala District,Muddu Medical Centre,,,,,,
Kampala,Kampala District,Mudi Medical Services,,,,,,
Bukedi,Tororo District,Mudodo Health Centre II,1,1,16,21,21,8.6
South Central,Mpigi District,Muduuma Health Centre III,1,1,26,25,25,16.4
South Central,Mpigi District,Muduuma Prisons Health Centre II,1,1,,,,
Ankole,Ibanda District,Mufumbira Clinic,1,1,,,,
South Central,Wakiso District,Mugabi Medical Clinic,,,,,,
Bunyoro,Kagadi District,Mugalike Health Centre II,1,1,22,14,20,-73.3
Bunyoro,Kagadi District,Mugalike Ngo Health Centre III,1,1,-66,93,93,17.9
Kigezi,Kisoro District,Muganza Health Centre II,1,1,,,,
Bunyoro,Kibaale District,Mugarama Health Centre III,1,1,16,41,41,11.2
Ankole,Mbarara District,Mugarutsya Health Centre II,1,1,0,20,20,
Busoga,Mayuge District,Muggi Health Centre II,1,1,13,20,20,
Bukedi,Budaka District,Mugiti Health Centre III,1,1,-17,84,84,2.5
South Central,Kalangala District,Mugoye Health Centre III,1,1,58,5,5,-85.7
South Central,Kalangala District,Mugoye Prisons Health Centre II,1,1,,0,0,
Busoga,Jinja District,Muguluka Flep Health Centre II,1,1,50,5,5,16.7
North Central,Mubende District,Mugungulu Health Centre II,1,1,6,72,72,
Kigezi,Kabale District,Muguri Health Centre II,1,1,-67,5,5,
Tooro,Kabarole District,Mugusu Health Centre III,1,1,21,38,38,-34
Kigezi,Rubanda District,Mugyera Health Centre II,1,1,0,23,23,18.8
Kigezi,Rukiga District,Muhanga Health Centre II,1,1,-177,36,36,-50
Kampala,Kampala District,Muhiire Clinic,,,,,,
Tooro,Kasese District,Muhindi Health Centre II,1,1,31,11,13,12.2
Kampala,Kampala District,Muhire Clinic,,,,,,
Tooro,Kasese District,Muhokya Health Centre III,1,1,43,13,14,48.2
Tooro,Fort Portal City,Muhooti Barraccks Health Centre III,1,1,-8,13,13,0
Bunyoro,Kagadi District,Muhorro Gvt Health Centre III,1,1,33,29,19,
Bunyoro,Kagadi District,Muhorro Kabuga Health Centre III,1,1,60,17,17,-1.1
Bunyoro,Kagadi District,Muhorro Medical Centre,1,1,-18,45,38,12.7
Bunyoro,Kagadi District,Muhorro Ngo Health Centre III,1,1,38,33,31,60.6
Tooro,Bunyangabu District,Muhulizi Health Health Centre II,1,1,,,,
Bukedi,Butaleja District,Muhuyu Health Centre II,1,1,11,16,16,5.7
Bunyoro,Kikuube District,Muhwiju Health Centre III,1,1,37,12,12,32.3
North Central,Mubende District,Muinaina Prisons Health Centre II,1,1,,,,
South Central,Wakiso District,Mujjanjabi Domicilliary Clinic- Kikajjo Health Centre III,,,,,,
Tooro,Bunyangabu District,Mujunju Health Centre II,1,1,72,5,3,-25.7
North Central,Kyankwanzi District,Mujunza Health Centre III,1,1,-5,88,88,-206.3
Bunyoro,Kikuube District,Mukabara Health Centre III,1,1,26,35,35,-61.3
West Nile,Pakwach District,Mukale Health Centre II,1,1,16,26,35,-295
Kampala,Kampala District,Mukama Arinaitwe Medical Clinic,,,,,,
Tooro,Kyenjojo District,Mukama Asmwe Clinic,1,1,,,,
Kampala,Kampala District,Mukama Clinic,1,0,,,,
Kampala,Kampala District,Mukama Kyakuwa Clinic,1,1,,,,
South Central,Wakiso District,Mukasa Foundation Medical Clinic,,,,,,
Tooro,Kasese District,Mukathi Health Centre III,1,1,-15,38,38,-8.3
North Central,Kiboga District,Mukisa Clinic (Kiboga),1,1,,,,
South Central,Wakiso District,Mukisa Clinic (Nansana),1,1,,,,
Kampala,Kampala District,Mukisa Family Clinic,1,1,-5,22,22,0
Kampala,Kampala District,Mukisa Health Care,,,,,,
North Central,Kiboga District,Mukisa Health Care Clinic,1,1,,,,
Kampala,Kampala District,Mukisa Health Services (Nsambya),,,,,,
Bukedi,Tororo District,Mukisa Medical Centre,1,1,,,,
South Central,Wakiso District,Mukisa Medical Clinic,,,,,,
North Central,Kayunga District,Mukisa Medical Clinic,,,,,,
Kampala,Kampala District,Mukisa Mpewo Clinic,1,0,,,,
Kampala,Kampala District,Mukisa Nursing Home,1,1,40,3,3,0
Kampala,Kampala District,Mukisa Orthopaedic Clinic,,,,,,
Kampala,Kampala District,Mukisa Orthopedic Clinic,,,,,,
Kigezi,Rubanda District,Muko COU Health Centre III,1,1,-10,23,23,232
Kigezi,Rubanda District,Muko Health Centre IV,1,1,3,39,39,44.9
Kigezi,Rubanda District,Muko Ngo Health Centre III,1,1,2,46,46,11.9
Kigezi,Kabale District,Mukokye Health Centre II,1,1,13,20,20,0
Tooro,Kyegegwa District,Mukondo Health Centre II,1,1,,,,
Teso,Kumi District,Mukongoro Community Health Services,1,1,,,,
Teso,Kumi District,Mukongoro COU Health Centre II,1,1,-24,21,21,15.7
Teso,Kumi District,Mukongoro Health Centre III,1,1,-11,94,94,1.5
North Central,Mukono District,Mukono COU Hospital,1,1,-9,157,157,-9.5
North Central,Mukono District,Mukono Eye Clinic,,,,,,
North Central,Mukono District,Mukono General Hospital,1,1,9,343,354,9.1
North Central,Mukono District,Mukono Muslim Health Centre II,1,1,-30,26,26,0
North Central,Mukono District,Mukono Police Health Centre II,1,1,,,,
Bunyoro,Kakumiro District,Mukoora Health Centre II,1,1,,,,
Bugisu,Namisindwa District,Mukoto Health Centre II,1,0,-45,160,160,-466.7
Bukedi,Tororo District,Mukuju Health Centre IV,1,1,-13,80,80,0.78
Bukedi,Tororo District,Mukuju Prisons Health Centre II,1,1,,,,
South Central,Masaka City,Mukungwe Prisons Health Centre II,1,1,,,,
Teso,Ngora District,Mukura Health Centre III,1,1,-36,90,90,10.7
Kampala,Kampala District,Mukwano Family Clinic,1,1,,,,
Kampala,Kampala District,Mukwano Health Care Clinic,,,,,,
South Central,Wakiso District,Mukwano Health Health Centre II,1,1,-67,25,28,
South Central,Kalungu District,Mukwano Medical Centre,1,1,,,,
North Central,Mityana District,Mukwano Medical Centre Busunju,,,,,,
Busoga,Kaliro District,Mukwano Medical Clinic,1,1,,,,
Kampala,Kampala District,Mukwaya Hospital,1,1,-12,29,29,0
Kampala,Kampala District,Mukyala Mabiririzi Clinic,1,1,-75,49,49,0
Kigezi,Rukiga District,Mukyogo Health Centre II,1,1,0,7,7,25.9
South Central,Kalangala District,Mulabana Health Centre II,1,1,30,7,7,16.7
Bukedi,Butaleja District,Mulagi Health Centre III,1,1,16,27,27,17
Kampala,Kampala District,Mulago Medical Centre,1,0,,,,
Kampala,Kampala District,Mulago Medical Centre Kyebando,1,0,,,,
Kampala,Kampala District,Mulago National Referral Hospital,21,20,22,76,35,-4
Kampala,Kampala District,Mulago SWN Hospital,1,0,28,84,93,2
North Central,Luwero District,Mulajje Health Centre III,1,1,47,25,30,-514.3
Busoga,Namutumba District,Mulama Health Centre II,1,1,,,,
South Central,Lyantonde District,Mulambula Drug Shop,,,,,,
Bukedi,Tororo District,Mulanda Health Centre IV,1,1,13,65,65,7.9
North Central,Mubende District,Muleete Community Health Centre II,1,1,86,1,1,0
Kigezi,Kisoro District,Mulehe Health Centre II,1,1,25,3,3,
Kampala,Kampala District,Mulit Care Medical Clinic,,,,,,
Busoga,Namayingo District,Mulombi Health Centre II,1,1,26,53,53,0
Kampala,Kampala District,Mulonox Medical Centre,1,0,,,,
North Central,Nakasongola District,Mulonzi Health Centre II,1,1,22,14,14,4
Kampala,Kampala District,Multi Care Clinic (Bukoto II),,,,,,
Kampala,Kampala District,Multi Care Clinic (Mpererwe),,,,,,
Bukedi,Pallisa District,Multi Care Health Health Centre III,1,1,,,,
