Region,District,HF,Expected reports,Actual reports,dropout rate,DPT3,PCV 3,wastage rate
Acholi,Kitgum District,Maternity Home Health Centre II,,,,,,
Busoga,Bugiri District,Matiki Health Centre III,3,2,3,39,39,
South Central,Kalungu District,Matovu Medical Centre,3,3,,,,
Kampala,Kampala District,Matovu.J Medi Care Clinic,,,,,,
Kampala,Kampala District,Matrix Clinic,,,,,,
Ankole,Sheema District,Matsyoro Health Centre II,3,2,-8,26,26,11.4
South Central,Wakiso District,Matuga Health Centre II,3,2,-4,174,171,16
West Nile,Yumbe District,Matuma Health Centre III,3,3,-1,211,211,9.9
Bukedi,Tororo District,Maundo Health Centre II,3,3,-186,20,29,
Busoga,Iganga District,Mawagala Health Centre II,,,,,,
Kampala,Kampala District,Mawanda Medical Centre,3,0,,,,
Busoga,Bugiri District,Mawanga C. O. G Health Centre II,3,3,-118,37,40,
Kampala,Kampala District,Mawano Dental Clinic,3,0,,,,
Bukedi,Busia District,Mawero Health Centre II,3,2,0,56,56,6.7
Busoga,Jinja District,Mawoito Health Centre II,3,2,12,29,29,-46.7
North Central,Mubende District,Mawujjo Health Centre II,3,2,-12,93,93,1.2
South Central,Gomba District,Mawuki Health Centre II,3,2,15,28,28,13
Busoga,Luuka District,Mawundo Health Centre III,3,2,17,58,53,2.9
Bunyoro,Kakumiro District,Max Medical Health Centre III,3,2,,,,
South Central,Wakiso District,Maxi Health Medical Centre,,,,,,
Kampala,Kampala District,May Fair Clinic,,,,,,
Kampala,Kampala District,May Medical Centre,3,2,,,,
Kampala,Kampala District,May Medical Centre,,,,,,
Kampala,Kampala District,May Medical Centre,,,,,,
Kampala,Kampala District,Maya Health Centre,,,,,,
Ankole,Mitooma District,Mayanga Health Centre III,3,2,1,82,82,19
Ankole,Mitooma District,Mayanga Medical Health Centre II,,,,,,
South Central,Kyotera District,Mayanja Health Centre II,3,2,-21,17,17,
Kampala,Kampala District,Mayanja Medical Chambers,,,,,,
Ankole,Mbarara City,Mayanja Memorial Hospital,3,3,25,110,110,-0.51
South Central,Wakiso District,Mayfar Medical Health Centre III,,,,,,
Kampala,Kampala District,Mayinja Medical Centre,3,1,,,,
North Central,Nakasongola District,Mayirikiti Health Centre II (Nakasongola),3,2,39,23,21,30
Kampala,Kampala District,Mayo Clinic,3,0,,,,
Busoga,Mayuge District,Mayuge Health Centre IV,3,2,43,63,63,6.8
Busoga,Mayuge District,Mayuge Police Health Centre II,3,2,,,,
Kigezi,Kabale District,Maziba Health Centre IV,3,3,-13,61,61,21.9
Kigezi,Kabale District,Maziba Parish Health Centre II,3,3,-14,8,8,-5
Kampala,Kampala District,Mazima Clinic,,,,,,
Ankole,Kazo District,Mazima Memorial Maternity Clinic,3,2,,,,
South Central,Masaka District,Mazinga Health Centre II,3,2,26,35,35,45.3
South Central,Kalangala District,Mazinga Health Centre III,3,3,6,32,32,-400
Busoga,Bugiri District,Maziriga Health Centre II,3,2,16,51,51,
Busoga,Namutumba District,Mazuba Health Centre II - Ngo,3,2,,,,
North Central,Luwero District,Mazzi Health Centre II,3,1,0,35,35,
Kampala,Kampala District,Mb Dental Clinic,,,,,,
Ankole,Isingiro District,Mbaare Health Centre III,3,2,22,68,67,42.3
Ankole,Kazo District,Mbaba Community Based Health Care,3,3,13,14,14,77.1
Bugisu,Mbale City,Mbale General Clinic,3,3,,,,
Tooro,Kyenjojo District,Mbale Health Centre II,3,2,21,58,58,19.6
Bugisu,Mbale City,Mbale Main Prisons Health Centre III,3,3,0,5,5,
Bugisu,Mbale City,Mbale Municipal Health Centre II,3,3,-15,53,59,
Bugisu,Mbale City,Mbale Parent's Clinic,3,3,,,,
Bugisu,Mbale City,Mbale People's Clinic,3,3,-17,77,77,270.6
Bugisu,Mbale City,Mbale Police Health Centre III,3,3,18,64,64,15.6
Bugisu,Mbale City,Mbale Regional Blood Bank,,,,,,
Bugisu,Mbale City,Mbale Regional Referral Hospital,3,3,44,122,122,-19.1
Bugisu,Mbale City,Mbale SDA Dispensary Health Centre II,,,,,,
Bugisu,Mbale City,Mbale Women Prisons Health Centre II,3,3,,,,
North Central,Mukono District,Mbaliga Health Centre II,3,3,14,60,53,6.7
Bunyoro,Hoima District,Mbaraara Health Centre II,3,3,0,118,118,32.7
Ankole,Mbarara City,Mbarara Community Hospital,3,3,53,7,7,36
Ankole,Mbarara City,Mbarara Main Prisons Health Centre III,3,1,,,,
Ankole,Mbarara City,Mbarara Municipal Council Health Centre IV,3,3,18,292,292,763.6
Ankole,Mbarara City,Mbarara Muslim Health Centre III,3,2,-31,42,42,65.4
Ankole,Mbarara City,Mbarara Police Health Centre III,3,3,38,5,5,
Ankole,Mbarara City,Mbarara Regional Referral Hospital,3,3,47,85,85,36.3
Ankole,Mbarara City,Mbarara Women Prisons Health Centre II,3,2,,,,
Tooro,Kasese District,Mbata  Health Centre II,3,2,,,,
Bugisu,Sironko District,Mbaya Health Centre III,3,2,-32,155,155,-114.6
Bukedi,Busia District,Mbehenyi Health Centre III,3,2,27,113,113,2.8
Tooro,Kasese District,MBH Maternity Health Centre III,3,3,,,,
South Central,Lwengo District,Mbirizi Muslim Health Centre III,3,2,14,48,48,-3.3
South Central,Lwengo District,Mbirizi St. Francis Health Centre III,3,2,7,209,209,30.4
Kampala,Kampala District,Mbn Clinical Lab,,,,,,
Ankole,Kazo District,Mbogo Health Centre II,3,3,48,22,22,19
Kampala,Kampala District,Mbogo Medical Diogostic Clinic,,,,,,
North Central,Mityana District,Mboona Kibaale Health Centre II,3,3,44,19,19,5
South Central,Sembabule District,Mbowa Memorial Clinic,,,,,,
Bukedi,Tororo District,Mbula Health Centre II,3,3,-92,46,47,
Busoga,Kamuli District,Mbulamuti Health Centre III,3,2,15,115,128,5.1
Tooro,Kasese District,Mbunga Health Centre II,3,3,-29,22,24,-34
Kigezi,Kisoro District,Mburabuturo Health Centre II,3,3,-7,32,32,
Kigezi,Kanungu District,Mburamizi Army Barracks Health Centre III,3,3,-20,12,12,63.3
Kampala,Kampala District,Mbuya Clinic,,,,,,
Kampala,Kampala District,Mbuya Military Clinic (Mod Garrison),3,2,,0,0,
Kampala,Kampala District,Mbuya Nursing Home,3,0,,,,
Kampala,Kampala District,Mbuya Parents Clinic,,,,,,
South Central,Rakai District,Mbuye Health Centre II,3,3,-12,38,38,45.8
South Central,Wakiso District,Mc Donald Medical Clinic,,,,,,
Tooro,Kyenjojo District,Mcfarland Memorial Medical Health Centre III,3,2,,,,
Ankole,Ntungamo District,Mcneil Medical Centre,3,2,-133,7,7,
Kampala,Kampala District,Med Care Kisaasi,,,,,,
Kampala,Kampala District,Med Express Clinic,,,,,,
Bukedi,Tororo District,Med Link Clinic,3,1,,,,
Kampala,Kampala District,Med Safe Clinic,3,2,,,,
South Central,Mpigi District,Med-Life Clinic,3,2,14,63,63,14
Lango,Apac District,Med4 Drugshop,,,,,,
North Central,Buikwe District,Medact Clinic,,,,,,
Kampala,Kampala District,Medcar Eye Clinic,,,,,,
Kampala,Kampala District,Medcity Medical Centre,3,0,,,,
Kampala,Kampala District,Medi-Pal International Hospital,3,2,0,4,5,0
Kampala,Kampala District,Medical Clinic,,,,,,
Kampala,Kampala District,Medical Link Clinic,,,,,,
North Central,Luwero District,Medical Plaza-Luwero Health Centre II,3,1,,,,
South Central,Wakiso District,Medical Research Centre,,,,,,
South Central,Wakiso District,Medical Specialist and Family Clinic,,,,,,
Kampala,Kampala District,Medical World,3,0,,,,
South Central,Mpigi District,Medicare (Mpigi) Hospital,3,3,-18,20,20,60
Kampala,Kampala District,Medicare Clinic and Nursing Home Ltd,3,0,,,,
Ankole,Bushenyi District,Medicare Community Clinic,,,,,,
Lango,Oyam District,Medicare Drugshop,,,,,,
Lango,Oyam District,Medicare Drugshop,,,,,,
Lango,Kwania District,Medicare Drugshop,,,,,,
Kampala,Kampala District,Medicare Health Professionals College Clinic,3,2,,,,
Kampala,Kampala District,Medicare Kampala Diagnostic Centre,3,2,,,,
Kampala,Kampala District,Medik Health Centre,3,3,19,34,50,-45
South Central,Wakiso District,Medik Hospital,,,,,,
Bugisu,Kapchorwa District,Mediline Clinic,3,2,,,,
Kampala,Kampala District,Medipal International Hospital,,,,,,
Kampala,Kampala District,Mediqas Medical Centre,3,0,,,,
Kampala,Kampala District,Mediscopy Clinic,,,,,,
Kampala,Kampala District,Mediwell Health Clinc,,,,,,
Kampala,Kampala District,Medix Clinic,3,2,,,,
South Central,Lyantonde District,Medpal medical clinic,3,2,,,,
Kampala,Kampala District,Medsafe Hospital,3,2,14,57,61,-0.52
Bukedi,Tororo District,Meeg Medical Centre,3,1,,,,
Kampala,Kampala District,Meeting Point (Kampala),3,2,,,,
Acholi,Kitgum District,Meeting Point Health Centre II,3,3,,,,
South Central,Wakiso District,Meeting Point Wakiso Health Centre II,3,1,,,,
Kampala,Kampala District,Mega Mart Medical,3,0,,,,
Lango,Lira City,Megwa Clinic,,,,,,
Bukedi,Tororo District,Mella Health Centre III,3,3,20,123,123,-122.6
West Nile,Arua City,Memorial Clinic & Medical Diagnostic Laboratory,,,,,,
South Central,Wakiso District,Mende Health Centre III,3,2,14,78,77,
Kampala,Kampala District,Mengo Dental Clinic,,,,,,
Kampala,Kampala District,Mengo Doctors Clinic,3,3,2,63,63,5.2
Kampala,Kampala District,Mengo Hospital,3,3,18,494,497,-10.3
Kampala,Kampala District,Mengo Joint Clinic,,,,,,
Bugisu,Kween District,Mengya Health Centre II,3,2,8,34,34,595
Busoga,Mayuge District,Mercies Clinic,3,3,,,,
Kampala,Kampala District,Merck Clinic,,,,,,
Bukedi,Tororo District,Mercy Central Clinic,3,1,,,,
Kampala,Kampala District,Mercy Clasic Clinic,,,,,,
Kampala,Kampala District,Mercy Classic Clinic,3,2,,,,
Kampala,Kampala District,Mercy Clinic (Bukoto II),,,,,,
Kampala,Kampala District,Mercy Clinic (Bwaise I),,,,,,
Kampala,Kampala District,Mercy Clinic (Bwaise II),3,0,,,,
Kampala,Kampala District,Mercy Clinic (Lungujja),,,,,,
Kampala,Kampala District,Mercy Clinic (Naguru I),,,,,,
Kampala,Kampala District,Mercy Clinic (Ntinda),3,2,,,,
Kampala,Kampala District,Mercy Clinic Kawempe Mbogo,3,0,,,,
Bukedi,Tororo District,Mercy Clinic Tororo,3,1,,,,
Kampala,Kampala District,Mercy Consultation Clinic,,,,,,
Lango,Kole District,Mercy Drugshop,,,,,,
Kampala,Kampala District,Mercy General Care,,,,,,
Bunyoro,Kakumiro District,Mercy Health Care Clinic,3,2,2,60,60,
Kampala,Kampala District,Mercy Medical Centre,3,0,,,,
South Central,Wakiso District,Mercy Medical Health Centre III,3,2,-22,28,28,
Busoga,Iganga District,Mercy Medical Iganga Clinic,3,2,50,9,9,
Bukedi,Tororo District,Merikit Clinic,3,1,,,,
Bukedi,Tororo District,Merikit Health Centre III,3,2,18,106,106,3.5
Kampala,Kampala District,Merit Childrens Medical Centre,,,,,,
Lango,Oyam District,Merri-Care Medical Clinic,3,2,,,,
Kampala,Kampala District,Merry Heart Clinic,,,,,,
Teso,Soroti City,Merryland Health Centre II,,,,,,
Kampala,Kampala District,Meta Green Medicare,,,,,,
Kampala,Kampala District,Meta Medical Centre,,,,,,
West Nile,Arua City,Metro Clinic,,,,,,
Kampala,Kampala District,Metro Health Medical Centre,,,,,,
Kampala,Kampala District,Metropolitan Health Clinic,3,0,,,,
South Central,Wakiso District,Metropolitan Health Link,3,2,,,,
West Nile,Moyo District,Metu Health Centre III,3,3,51,18,18,-40
North Central,Mukono District,MF Health Centre,3,3,,,,
North Central,Kayunga District,Mic Clinic,,,,,,
Teso,Kumi District,Michoes Medical Health Centre IV,3,2,,,,
South Central,Rakai District,Michungiro Health Centre II,3,3,15,34,34,26
West Nile,Arua City,Micu Health Centre II,3,2,-40,28,28,2.9
Tooro,Kyenjojo District,Midas Torch Health Centre IV,3,3,18,55,55,15.7
Teso,Kumi District,Midas Touch Health Centre IV,3,2,,,,
Kampala,Kampala District,Middle East Bugolobi Hospital and Diagnostic Centre,3,2,,,,
West Nile,Yumbe District,Midigo Health Centre IV,3,3,-6,214,214,18.5
Kampala,Kampala District,Midland Consultion Clinic,,,,,,
Lango,Lira City,Midtown Imaging Centre,3,2,,0,0,
Kampala,Kampala District,Midway Medical Clinic,3,1,,,,
Bukedi,Tororo District,Mifumi Health Centre III,3,3,17,53,53,33.7
North Central,Nakaseke District,Mifunya Health Centre III,3,2,28,38,38,61.2
South Central,Wakiso District,Migadde Health Centre II,3,2,-24,42,45,25
Tooro,Kyegegwa District,Migamba Health Centre II,3,3,-6,248,249,21.1
Teso,Soroti District,Mighty Care Medical Health Centre II,3,3,54,71,82,-2.5
Ankole,Sheema District,Migina Health Centre II,3,3,2,44,44,14.5
Tooro,Kyegegwa District,Migongwe Health Centre II,3,2,-20,330,330,9.5
Ankole,Isingiro District,Migyera Health Centre II,3,3,19,17,17,
Bunyoro,Masindi District,Mihembero Health Centre II,3,3,17,44,44,27.8
Kampala,Kampala District,Miiro Clinic,,,,,,
South Central,Wakiso District,Mildmay Uganda Hospital,3,2,-5,22,22,-18.3
Kampala,Kampala District,Milenium Medical Services,,,,,,
Kampala,Kampala District,Milimira Health Facility Centre,,,,,,
Kampala,Kampala District,Millennium Health Services,,,,,,
Kampala,Kampala District,Millennium Mediacl & Laboratory Service,,,,,,
Kampala,Kampala District,Milly Medical Clinical,,,,,,
Kampala,Kampala District,Milne Medical Centre,3,3,-16,80,80,4.9
Kampala,Kampala District,Milo Clinic Kampala,3,0,,,,
Kampala,Kampala District,Mily and Balongo Health Care,,,,,,
South Central,Wakiso District,Mimach Medical Clinic,,,,,,
Lango,Oyam District,Minakulu (Aceno) Health Centre II,3,1,38,30,30,
Acholi,Omoro District,Minakulu (Bobi) Health Centre II,3,2,53,42,42,-5.4
Lango,Oyam District,Minakulu Health Centre III,3,1,-4,82,82,
Busoga,Bugweri District,Minani Health Centre III,3,2,29,36,36,24.8
Kampala,Kampala District,Mini Mayo Clinic,3,1,,,,
Kampala,Kampala District,Mini Mayo Healthy Clinic,3,1,,,,
South Central,Kyotera District,Minziiro Health Centre II,3,2,5,18,18,
Kampala,Kampala District,Miracle Home Care Clinic,,,,,,
Bunyoro,Kakumiro District,Miracle Medical Centre,,,,,,
Tooro,Bundibugyo District,Miracle Medical Centre Health Centre II,3,2,,,,
Tooro,Bundibugyo District,Mirambi Health Centre III,3,3,-22,194,194,-2.4
South Central,Bukomansimbi District,Mirambi Health Centre III,3,2,4,78,78,-7.2
South Central,Kalungu District,Mirembe (Bukulula) Health Centre III,,,,,,
South Central,Wakiso District,Mirembe (Nangabo) Health Centre III,3,3,-5,407,346,8.5
South Central,Kyotera District,Mirembe Clinic,3,3,,,,
North Central,Kyankwanzi District,Mirembe Clinic,3,2,,,,
Kampala,Kampala District,Mirembe Clinic,,,,,,
Kampala,Kampala District,Mirembe Clinic,,,,,,
Bunyoro,Masindi District,Mirembe Clinic,3,2,,,,
Kampala,Kampala District,Mirembe Clinic (Kibuye I),3,0,,,,
Kampala,Kampala District,Mirembe Clinic (Lukuli),,,,,,
Kampala,Kampala District,Mirembe Clinic (Makerere I),,,,,,
Kampala,Kampala District,Mirembe Clinic (Mutundwe),,,,,,
Kampala,Kampala District,Mirembe Clinic and Maternity Unit,,,,,,
Kampala,Kampala District,Mirembe Clinic Kulumba,3,0,,,,
Kampala,Kampala District,Mirembe Community Care,3,3,45,11,11,
South Central,Lyantonde District,Mirembe Drug Shop,,,,,,
South Central,Kalungu District,Mirembe Health Centre II,3,3,,,,
South Central,Wakiso District,Mirembe Health Centre II,,,,,,
South Central,Lyantonde District,Mirembe health clinic,3,2,,,,
South Central,Wakiso District,Mirembe Medical Care,3,2,,,,
South Central,Wakiso District,Mirembe Medical Care Clinic,,,,,,
North Central,Kyankwanzi District,Mirembe Medical Centre,3,2,,,,
Kampala,Kampala District,Mirembe Medical Centre,,,,,,
Kampala,Kampala District,Mirembe Medical Centre (Najja),,,,,,
Kampala,Kampala District,Mirembe Medical Centre (Najja),,,,,,
Kampala,Kampala District,Mirembe Medical Centre (Nakasero IV),3,0,,,,
Busoga,Bugiri District,Mirembe Medical Centre Resource Centre,,,,,,
North Central,Kyankwanzi District,Mirembe Medical Clinic,,,,,,
South Central,Wakiso District,Mirembe Medical Clinic (Kyengera),3,1,,,,
Bukedi,Tororo District,Mirembe Medical Clinic (Mulanda),3,1,,,,
South Central,Wakiso District,Mirembe Medical Clinic (Nansana),,,,,,
Kampala,Kampala District,Mirembe Medical Clinic (Nateete),,,,,,
Busoga,Kamuli District,Mirembe Medical Health Centre II,3,2,,,,
Kampala,Kampala District,Mirembe Orthopedic Clinic,,,,,,
Teso,Serere District,Miria Health Centre II,3,3,21,15,15,59.7
Tooro,Kasese District,Miriam Medical Health Centre III,3,2,-33,12,13,390
South Central,Kyotera District,Mirigwe Clinic,,,,,,
North Central,Mityana District,Miseebe Health Centre II,3,3,-33,56,58,-2.5
Kigezi,Kanungu District,Mishenyi Health Centre II,3,2,20,33,33,-800
South Central,Mpigi District,Mitala-Maria Health Centre III,3,3,8,83,57,-84
Tooro,Bunyangabu District,Mitandi Health Centre III,3,3,21,93,93,-46.4
South Central,Sembabule District,Mitete Health Centre II,3,3,15,99,99,25.8
South Central,Sembabule District,Mitima Health Centre II,3,3,26,56,56,31.4
Kigezi,Rukungiri District,Mitooma Health Centre II,3,3,-40,49,45,
Ankole,Mitooma District,Mitooma Health Centre IV,3,2,0,250,250,32.4
Ankole,Mitooma District,Mitooma Prisons Health Centre II,3,1,,,,
South Central,Kyotera District,Mitukula Health Centre III,3,3,-16,103,103,57.4
North Central,Mityana District,Mityana General Hospital,3,3,15,229,229,700
North Central,Mityana District,Mityana Nakaseeta (Kireku) Health Centre II,,,,,,
North Central,Mityana District,Mityana Nakaseeta Health Centre II,3,2,41,19,19,-19
North Central,Mityana District,Mityana Police Health Centre II,3,2,,,,
North Central,Mityana District,Mityana Prisons Health Centre II,3,3,,,,
North Central,Mityana District,Mityana Tea Estate Health Centre II,3,3,,,,
North Central,Mityana District,Mityana UMSC Clinic,3,3,19,67,67,46.1
South Central,Wakiso District,MJ Medical Centre,,,,,,
Kampala,Kampala District,Mk Clinic,3,0,,,,
Ankole,Mbarara City,Mk Clinic,3,3,,,,
Kampala,Kampala District,MK Medical Centre,3,1,,,,
South Central,Sembabule District,MK Medical Clinic,3,3,,,,
Kampala,Kampala District,MM Domiciliary Clinic,3,3,,,,
Kampala,Kampala District,MM Domiciliary Clinic,,,,,,
South Central,Wakiso District,Mm Medical Clinic,3,2,,,,
Busoga,Jinja City,Mobashar Medical Centre,3,2,,,,100
Ankole,Mbarara City,Mobile Hospice Clinic,3,0,,,,
West Nile,Yumbe District,Mocha Health Centre III,3,3,17,189,150,-236.1
South Central,Wakiso District,Model Aholiab Medical Clinic,,,,,,
Kampala,Kampala District,Modern Clinic & Maternity,,,,,,
Kampala,Kampala District,Modern Maternity and Clinic,3,3,0,8,8,
Kampala,Kampala District,Modern Medical Centre,3,0,,,,
Kampala,Kampala District,Modern Medical Clinic,3,1,,,,
Bunyoro,Kibaale District,Modern times clinic,3,2,,,,
Busoga,Kamuli District,Mofla Medical Health Centre II,3,2,,,,
Acholi,Gulu City,Mola Medical Centre Clinic,,,,,,
Kampala,Kampala District,Molago II Clinic,,,,,,
Kampala,Kampala District,Molago II Medical Centre,,,,,,
West Nile,Yumbe District,Moli Health Centre II,3,2,0,104,104,12.5
Kampala,Kampala District,Molly and Balongo Health Care,3,0,,,,
South Central,Wakiso District,Molly and Cathy Medical Clinic,3,2,,,,
Teso,Kapelebyong District,Molly Eriki Maternity Home,3,2,48,29,29,0
Bukedi,Tororo District,Molo Health Centre III,3,3,3,138,134,3.8
Bunyoro,Kikuube District,Mombasa Health Centre III,3,3,,,,
Kampala,Kampala District,Monalisa Women Andchildrens Health Care,,,,,,
West Nile,Yumbe District,Mongoyo Health Centre II,3,2,5,148,148,3
Busoga,Jinja City,Monic Medical Centre,3,2,,,,
Lango,Lira City,Montana Bay Clinic,,,,,,
Bugisu,Mbale City,Montana Hospital,3,3,,,,
South Central,Wakiso District,Montana Medical Clinic,,,,,,
Kampala,Kampala District,Moonlight Clinic (Rubaga),,,,,,
Ankole,Kiruhura District,Mooya Health Centre II,3,2,0,59,59,12
Kampala,Kampala District,Morad Clinic,3,0,,,,
Kampala,Kampala District,Morera Medical Centre,3,2,,,,
Bukedi,Tororo District,Morikiswa Health Centre II,3,3,31,22,22,
Lango,Oyam District,Morning Glory Clinic,3,2,,,,
